game_pk,date,home,away,home_team_id,away_team_id,home_sp_id,away_sp_id,excluded,n_innings,max_runs,highest_inning,inning_1_runs,inning_2_runs,inning_3_runs,inning_4_runs,inning_5_runs,inning_6_runs,inning_7_runs,inning_8_runs,inning_9_runs,season,home_sp_fip,away_sp_fip,home_team_wrc_plus,away_team_wrc_plus,park_factor_runs
778150,2025-04-27,STL,MIL,138,158,607200.0,500779.0,False,9,4.0,4,3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2025,5.137037037037038,3.64945054945055,3.9,5.2,99
778151,2025-04-27,SF,TEX,137,140,663855.0,683004.0,False,9,3.0,1,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2025,4.059409594095941,1.4000000000000001,3.2,2.9,95
778157,2025-04-27,CLE,BOS,114,111,671106.0,678394.0,False,9,5.0,5,0.0,2.0,0.0,1.0,5.0,4.0,3.0,0.0,1.0,2025,3.6583756345177667,7.5,3.9,5.0,97
778145,2025-04-27,LAD,PIT,119,134,607192.0,663559.0,False,9,6.0,1,6.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2025,3.864705882352941,4.484615384615385,5.0,4.0,94
778147,2025-04-27,ARI,ATL,109,144,694297.0,680885.0,False,9,4.0,7,1.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,1.0,2025,4.46986301369863,3.1961538461538463,5.2,5.1,100
778142,2025-04-28,HOU,DET,117,116,669854.0,656427.0,False,9,4.0,7,0.0,0.0,2.0,3.0,0.0,2.0,4.0,2.0,0.0,2025,4.6625,3.138910505836576,3.4,4.8,99
778138,2025-04-28,WSH,NYM,120,121,592866.0,656288.0,False,9,9.0,8,0.0,2.0,0.0,0.0,1.0,3.0,5.0,9.0,4.0,2025,3.8438016528925623,3.3766798418972335,4.1,4.6,99
778140,2025-04-28,BAL,NYY,110,147,608372.0,701542.0,False,9,3.0,3,0.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,2025,5.957142857142857,3.7930693069306933,3.0,4.8,101
778143,2025-04-28,TEX,ATH,140,133,571578.0,676664.0,False,9,2.0,5,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2025,5.5113475177304965,4.198901098901099,2.8,4.1,103
778124,2025-04-29,HOU,DET,117,116,687473.0,681857.0,False,9,3.0,tie,1.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,2.0,2025,2.4661971830985916,3.175757575757576,4.1,4.7,99
778120,2025-04-29,COL,ATL,115,144,608566.0,700363.0,False,9,3.0,tie,0.0,3.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,2025,5.007216494845361,4.3121212121212125,4.0,5.7,112
778125,2025-04-29,CWS,MIL,145,158,656457.0,642547.0,False,9,4.0,6,3.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2025,1.6,2.744128113879004,4.1,5.4,101
778135,2025-04-29,PIT,CHC,134,112,571760.0,684007.0,False,9,3.0,7,0.0,0.0,0.0,2.0,2.0,0.0,3.0,1.0,1.0,2025,2.2961414790996786,5.318430034129693,3.6,5.2,95
778117,2025-04-30,NYM,ARI,121,109,623211.0,669203.0,False,9,4.0,9,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,2025,4.1,4.7793893129770995,6.4,4.9,94
778112,2025-04-30,PIT,CHC,134,112,669387.0,571510.0,False,9,3.0,5,1.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,2025,3.8981220657276996,4.06085409252669,3.5,5.9,95
778106,2025-04-30,TEX,ATH,140,133,543135.0,622663.0,False,9,6.0,9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,2025,2.7357615894039737,4.03167701863354,3.9,3.4,103
778100,2025-05-01,PIT,CHC,134,112,694973.0,607067.0,False,9,3.0,tie,1.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,3.0,2025,1.7915887850467291,1.0838709677419356,3.2,6.0,95
778095,2025-05-01,TOR,BOS,141,111,621244.0,656557.0,False,9,3.0,8,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,2025,4.230742049469965,4.859656652360515,2.5,6.4,101
778096,2025-05-01,TEX,ATH,140,133,641816.0,605488.0,False,9,1.0,tie,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2025,2.466666666666667,6.44841628959276,3.6,3.8,103
778101,2025-05-01,LAA,DET,108,116,579328.0,663554.0,False,9,5.0,8,0.0,1.0,4.0,1.0,0.0,0.0,0.0,5.0,3.0,2025,4.972509960159362,4.0473684210526315,2.5,4.8,98
778084,2025-05-02,STL,NYM,138,121,543243.0,605280.0,False,9,4.0,5,1.0,2.0,2.0,0.0,4.0,0.0,2.0,0.0,1.0,2025,3.7333333333333334,1.7561264822134388,4.4,5.9,99
778079,2025-05-02,CWS,HOU,145,117,686563.0,664285.0,False,9,4.0,8,1.0,1.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,2025,5.621367521367522,3.8241379310344827,4.1,4.2,101
778087,2025-05-02,CIN,WSH,113,120,668881.0,680730.0,False,9,2.0,tie,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2025,3.612820512820513,4.1,4.6,4.2,105
778088,2025-05-02,NYY,TB,147,139,608331.0,686752.0,False,9,3.0,5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2025,2.8468354430379748,6.135714285714286,5.5,2.7,97
778075,2025-05-03,MIA,ATH,146,133,676974.0,674370.0,False,9,5.0,9,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,5.0,2025,2.815302491103203,6.092125984251968,4.2,4.1,93
778072,2025-05-03,BAL,KC,110,118,608372.0,663460.0,False,9,2.0,8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2025,5.361484098939929,3.1341296928327647,2.5,3.8,101
778076,2025-05-03,ATL,LAD,144,119,680885.0,808963.0,False,9,6.0,4,0.0,2.0,2.0,6.0,0.0,0.0,0.0,3.0,0.0,2025,3.3884615384615384,5.29626168224299,5.1,7.0,100
778078,2025-05-03,PHI,ARI,143,109,605400.0,694297.0,False,9,3.0,tie,0.0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,2025,4.127397260273972,3.956164383561644,4.0,4.3,102
778064,2025-05-03,TOR,CLE,141,114,592332.0,668909.0,False,9,4.0,9,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,2025,3.8692307692307693,5.431838565022423,2.7,2.9,101
778066,2025-05-03,CWS,HOU,145,117,663436.0,686613.0,False,9,3.0,tie,3.0,0.0,1.0,2.0,0.0,3.0,0.0,2.0,0.0,2025,5.166420664206642,1.3580645161290323,4.6,4.3,101
778070,2025-05-03,TEX,SEA,140,136,571578.0,622491.0,False,9,1.0,tie,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2025,4.575409836065574,3.6166051660516607,2.9,7.5,103
778050,2025-05-04,LAA,DET,108,116,686799.0,681857.0,False,9,4.0,7,0.0,3.0,2.0,0.0,0.0,3.0,4.0,0.0,2.0,2025,6.1314960629921265,2.662043795620438,2.5,6.0,98
778052,2025-05-04,TEX,SEA,140,136,594798.0,688138.0,False,9,7.0,3,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,2025,4.052380952380952,6.300000000000001,2.8,6.9,103
778060,2025-05-04,ATL,LAD,144,119,693821.0,669160.0,False,9,2.0,tie,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2025,5.9148148148148145,3.2845018450184504,4.7,7.9,100
778057,2025-05-04,NYY,TB,147,139,701542.0,671737.0,False,9,3.0,tie,0.0,1.0,1.0,3.0,0.0,2.0,2.0,3.0,0.0,2025,3.4278688524590164,4.921305841924399,5.2,2.9,97
778058,2025-05-04,CIN,WSH,113,120,607259.0,669022.0,False,9,3.0,7,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2025,3.664516129032258,2.8000000000000003,5.2,4.3,105
778068,2025-05-04,STL,NYM,138,121,669467.0,656731.0,False,9,6.0,3,0.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2025,5.342647058823529,2.5466403162055338,4.1,6.3,99
778061,2025-05-04,MIA,ATH,146,133,665795.0,676664.0,False,9,2.0,tie,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2025,5.737362637362637,3.74638783269962,4.5,4.2,93
778036,2025-05-05,STL,PIT,138,134,571945.0,669387.0,False,9,4.0,6,2.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,2025,2.9222222222222225,3.7334841628959277,4.1,2.4,99
778037,2025-05-06,BOS,TEX,111,140,608337.0,543135.0,False,9,5.0,4,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,2025,6.1,2.695588235294118,5.8,3.3,104
778046,2025-05-06,WSH,CLE,120,114,695418.0,594902.0,False,9,4.0,6,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,2025,3.3985074626865672,4.240684410646388,4.6,3.5,99
778024,2025-05-06,ATH,SEA,133,136,605488.0,676106.0,False,9,3.0,9,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2025,5.331075697211155,4.495348837209303,4.2,6.5,97
778031,2025-05-06,MIL,HOU,158,117,694477.0,669713.0,False,9,4.0,1,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2025,3.3857142857142857,4.564285714285714,3.8,4.1,100
778033,2025-05-06,KC,CWS,118,145,607625.0,680732.0,False,9,2.0,tie,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2025,4.650632911392405,7.156603773584905,3.9,4.6,98
778016,2025-05-07,STL,PIT,138,134,543243.0,656605.0,False,9,2.0,tie,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2025,3.6338078291814946,3.9247422680412374,4.0,2.2,99
778021,2025-05-07,TB,PHI,139,143,669358.0,650911.0,False,9,5.0,4,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,2025,4.513427561837456,3.5347826086956524,2.6,5.6,97
778017,2025-05-07,MIA,LAD,146,119,678368.0,689017.0,False,9,6.0,7,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,4.0,2025,5.360869565217391,6.8096774193548395,4.2,7.7,93
778010,2025-05-07,ATH,SEA,133,136,680684.0,693433.0,False,9,3.0,tie,3.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,2025,2.9333333333333336,2.4146417445482866,4.2,6.6,97
778012,2025-05-07,KC,CWS,118,145,608379.0,686563.0,False,9,2.0,5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2025,3.3181818181818183,5.149180327868853,4.1,4.4,98
778022,2025-05-07,WSH,CLE,120,114,647336.0,671106.0,False,9,8.0,6,0.0,1.0,2.0,0.0,0.0,8.0,3.0,0.0,0.0,2025,5.1,3.685774058577406,5.2,4.5,99
778014,2025-05-07,ARI,NYM,109,121,518876.0,673540.0,False,9,3.0,9,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,2025,2.958156028368794,2.7323529411764707,4.8,6.3,100
778008,2025-05-08,KC,CWS,118,145,663460.0,663436.0,False,9,4.0,8,1.0,0.0,1.0,0.0,2.0,2.0,0.0,4.0,0.0,2025,3.491459074733096,5.283908045977011,4.1,3.5,98
778000,2025-05-08,LAA,TOR,108,141,667755.0,605135.0,False,9,4.0,6,2.0,2.0,2.0,0.0,1.0,4.0,1.0,1.0,0.0,2025,3.5528301886792453,3.8421875,3.1,3.5,98
778007,2025-05-08,MIN,BAL,142,110,641927.0,665152.0,False,9,3.0,8,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,2025,2.844408945686901,5.806766917293233,4.6,2.6,99
777998,2025-05-09,PIT,ATL,134,144,663559.0,693821.0,False,9,2.0,tie,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2025,4.7236162361623615,4.671428571428572,1.8,3.7,95
778002,2025-05-09,TB,MIL,139,158,641793.0,500779.0,False,9,2.0,tie,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,2025,6.85,4.412056737588653,2.7,3.6,97
777986,2025-05-09,LAA,BAL,108,110,543294.0,608372.0,False,9,2.0,2,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2025,5.992561983471075,5.291780821917808,3.5,2.6,98
777997,2025-05-09,CLE,PHI,114,143,668909.0,605400.0,False,9,3.0,5,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,2025,5.245922746781116,2.9287671232876713,5.0,6.0,97
777994,2025-05-09,ATH,NYY,133,147,674370.0,701542.0,False,9,6.0,8,0.0,0.0,2.0,0.0,1.0,1.0,1.0,6.0,1.0,2025,6.682677165354331,4.127027027027027,4.4,5.6,97
777996,2025-05-09,DET,TEX,116,140,669373.0,571578.0,False,9,1.0,tie,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2025,1.2000000000000002,4.8872340425531915,7.9,3.7,96
777976,2025-05-10,COL,SD,115,135,687134.0,663568.0,False,9,8.0,4,5.0,1.0,1.0,8.0,4.0,1.0,0.0,1.0,0.0,2025,4.748351648351648,2.707843137254902,3.2,5.2,112
777974,2025-05-10,MIN,SF,142,137,657746.0,657277.0,False,9,2.0,3,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,3.033333333333333,1.725429553264605,3.8,4.9,99
777983,2025-05-10,CLE,PHI,114,143,676440.0,624133.0,False,9,6.0,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,2025,5.399270072992701,1.225,5.5,5.7,97
777975,2025-05-10,ARI,LAD,109,119,669203.0,669160.0,False,9,1.0,tie,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2025,4.7725978647686835,4.235531135531136,4.9,8.0,100
777972,2025-05-10,ATH,NYY,133,147,676664.0,607074.0,False,9,5.0,6,0.0,1.0,3.0,1.0,0.0,5.0,3.0,4.0,1.0,2025,3.023954372623574,3.0342105263157895,4.4,6.1,97
777978,2025-05-10,CWS,MIA,145,146,681343.0,665795.0,False,9,2.0,8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2025,3.5365079365079364,4.937606837606838,3.7,3.9,101
777980,2025-05-10,WSH,STL,120,138,592866.0,669467.0,False,9,4.0,2,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2025,4.616393442622951,5.42824427480916,4.5,5.3,99
777965,2025-05-11,KC,BOS,118,111,607625.0,608337.0,False,9,2.0,6,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2025,4.6950920245398775,4.947826086956522,4.5,4.4,98
777958,2025-05-11,SEA,TOR,136,141,682243.0,570632.0,False,9,3.0,5,0.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,2025,3.5310344827586206,6.026829268292683,5.3,5.0,94
777966,2025-05-11,CWS,MIA,145,146,680732.0,645261.0,False,9,3.0,6,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2025,6.548275862068966,7.168627450980393,3.4,3.6,101
777971,2025-05-11,CLE,PHI,114,143,682847.0,554430.0,False,9,2.0,8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2025,3.6490196078431376,3.037888198757764,5.4,5.7,97
777957,2025-05-11,ATH,NYY,133,147,622663.0,642232.0,False,9,6.0,5,0.0,5.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,2025,2.570198675496689,4.35,5.3,6.5,97
777962,2025-05-11,WSH,STL,120,138,669022.0,571945.0,False,9,2.0,tie,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2025,2.9620689655172416,3.8114624505928854,4.1,5.1,99
777949,2025-05-12,TEX,COL,140,115,641816.0,801403.0,False,9,2.0,6,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2025,3.4448275862068964,6.757407407407408,3.7,3.7,103
777952,2025-05-12,CHC,MIA,112,146,607067.0,615698.0,False,9,5.0,5,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,2025,3.1427350427350427,4.82093023255814,4.9,3.6,98
777950,2025-05-12,NYM,PIT,121,134,656849.0,694973.0,False,9,3.0,7,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,2025,2.475,4.030232558139535,5.1,2.1,94
777959,2025-05-12,ATL,WSH,144,120,656550.0,663623.0,False,9,3.0,9,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,2025,5.608710801393729,4.697444089456869,3.0,4.0,100
777947,2025-05-12,SD,LAA,135,108,650633.0,579328.0,False,9,6.0,9,0.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,6.0,2025,2.639473684210526,3.888381742738589,6.7,3.8,96
777932,2025-05-13,SD,LAA,135,108,656302.0,667755.0,False,9,3.0,7,1.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,2.0,2025,3.712244897959184,3.5526748971193416,6.7,4.3,96
777937,2025-05-13,LAD,ATH,119,133,689017.0,605488.0,False,9,4.0,5,0.0,0.0,3.0,0.0,4.0,0.0,2.0,1.0,2.0,2025,4.5285714285714285,5.423651452282158,6.1,4.8,94
777942,2025-05-13,ATL,WSH,144,120,680885.0,647336.0,False,9,3.0,4,1.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,2025,4.046969696969697,3.4,3.3,3.9,100
777917,2025-05-14,LAD,ATH,119,133,808967.0,680684.0,False,9,5.0,8,1.0,1.0,2.0,1.0,1.0,1.0,0.0,5.0,0.0,2025,2.5827586206896553,2.73963963963964,6.0,5.6,94
777928,2025-05-14,CIN,CWS,113,145,666157.0,663436.0,False,9,2.0,7,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2025,4.009090909090909,4.092063492063492,3.0,2.8,105
777915,2025-05-14,SEA,NYY,136,147,622491.0,701542.0,False,9,2.0,3,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2025,4.096168582375479,3.1485436893203884,3.4,6.7,94
777925,2025-05-14,CLE,MIL,114,158,668909.0,701656.0,False,9,3.0,tie,0.0,2.0,0.0,1.0,1.0,3.0,2.0,3.0,2.0,2025,5.4175965665236046,2.7666666666666666,5.0,2.5,97
777916,2025-05-14,SF,ARI,137,109,663855.0,593958.0,False,9,4.0,tie,1.0,4.0,3.0,4.0,0.0,0.0,2.0,0.0,1.0,2025,2.4214285714285717,5.2681415929203546,5.3,4.9,95
777933,2025-05-14,PHI,STL,143,138,605400.0,543243.0,False,9,6.0,tie,6.0,0.0,6.0,4.0,0.0,0.0,0.0,3.0,2.0,2025,3.8534246575342466,3.0003322259136214,5.3,5.0,102
777901,2025-05-16,KC,STL,118,138,666142.0,669467.0,False,9,4.0,6,0.0,1.0,0.0,3.0,1.0,4.0,0.0,2.0,2.0,2025,2.4388429752066116,5.457414448669201,3.4,5.6,98
777907,2025-05-16,BAL,WSH,110,120,700249.0,669022.0,False,9,2.0,tie,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,2025,6.770886075949367,3.8534246575342466,3.3,3.2,101
777898,2025-05-16,MIL,MIN,158,142,694477.0,657746.0,False,9,2.0,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,3.021875,3.2724137931034485,3.2,5.4,100
777891,2025-05-16,SF,ATH,137,133,657277.0,676664.0,False,9,4.0,3,0.0,0.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0,2025,1.6852090032154343,3.2465201465201465,5.4,4.9,95
777887,2025-05-17,ARI,COL,109,115,668678.0,608566.0,False,9,6.0,1,6.0,3.0,4.0,3.0,1.0,4.0,3.0,1.0,1.0,2025,3.6136986301369864,5.992156862745098,5.0,3.2,100
777885,2025-05-17,KC,STL,118,138,702070.0,571945.0,False,9,1.0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2025,4.575409836065574,4.281102362204725,3.4,6.1,98
777888,2025-05-17,NYY,NYM,147,121,657376.0,656288.0,False,9,2.0,4,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2025,5.046564885496183,2.803703703703704,6.9,3.9,97
777882,2025-05-17,TEX,HOU,140,117,641816.0,669854.0,False,9,2.0,tie,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2025,3.6154639175257732,4.457615894039735,3.9,4.7,103
777894,2025-05-17,PHI,PIT,143,134,554430.0,669387.0,False,9,3.0,4,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,2025,2.4373493975903617,5.1535714285714285,5.1,2.5,102
777867,2025-05-18,SF,ATH,137,133,434378.0,605488.0,False,9,2.0,tie,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2025,4.5776632302405496,4.632567049808429,5.3,4.0,95
777869,2025-05-18,TEX,HOU,140,117,683004.0,664285.0,False,9,3.0,tie,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,2025,4.387553648068669,3.6294117647058823,4.0,4.5,103
777864,2025-05-18,KC,STL,118,138,608379.0,669461.0,False,9,2.0,4,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2025,2.670957095709571,2.4772893772893774,3.0,5.6,98
777876,2025-05-18,BOS,ATL,111,144,678394.0,680885.0,False,9,5.0,3,2.0,0.0,5.0,1.0,3.0,0.0,0.0,3.0,0.0,2025,5.678125,3.510958904109589,5.0,4.1,104
777866,2025-05-18,LAD,LAA,119,108,664062.0,579328.0,False,9,3.0,tie,3.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,2025,2.85,4.593775933609958,7.5,5.0,94
777874,2025-05-18,CIN,CLE,113,114,671096.0,682847.0,False,9,2.0,4,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2025,2.7,3.7083650190114072,4.0,4.1,105
777872,2025-05-18,CHC,CWS,112,145,607067.0,686563.0,False,9,3.0,6,1.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,2025,3.81969696969697,4.533823529411765,4.7,2.8,98
777858,2025-05-19,TB,HOU,139,117,686752.0,676467.0,False,9,3.0,2,0.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2025,3.8473309608540927,6.270731707317074,4.4,4.0,97
777856,2025-05-19,BOS,NYM,111,121,690928.0,673540.0,False,9,2.0,1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2025,3.5044117647058823,2.834848484848485,4.8,3.8,104
777850,2025-05-20,MIA,CHC,146,112,677960.0,592791.0,False,9,8.0,6,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,5.0,2025,4.3,5.5285714285714285,3.8,5.4,93
777842,2025-05-20,COL,PHI,115,143,622608.0,666200.0,False,9,4.0,7,3.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,2.0,2025,5.640983606557377,2.570198675496689,4.0,4.4,112
777843,2025-05-20,ATH,LAA,133,108,680684.0,543294.0,False,9,4.0,tie,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,3.0,2025,5.1987654320987655,5.848091603053435,3.7,5.0,97
777841,2025-05-20,WSH,ATL,120,144,680730.0,675911.0,False,9,4.0,2,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2025,3.734920634920635,4.9,3.9,4.6,99
777844,2025-05-20,MIL,BAL,158,110,701656.0,669211.0,False,9,2.0,tie,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,2025,3.1,3.9333333333333336,2.8,3.9,100
777849,2025-05-20,NYY,TEX,147,140,701542.0,571578.0,False,9,2.0,tie,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2025,2.4852459016393444,4.997810218978103,6.4,4.3,97
777832,2025-05-21,TB,HOU,139,117,671737.0,686613.0,False,9,5.0,8,4.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,0.0,2025,5.12846975088968,1.5472049689440996,4.0,3.4,97
777823,2025-05-21,COL,PHI,115,143,687223.0,592836.0,False,9,4.0,3,3.0,1.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,2025,3.85,4.455140186915888,3.5,5.1,112
777831,2025-05-21,BOS,NYM,111,121,676979.0,656731.0,False,9,3.0,7,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,2025,3.3903225806451616,3.896460176991151,4.7,2.5,104
777829,2025-05-21,MIN,CLE,142,114,663978.0,668909.0,False,9,2.0,tie,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,2025,4.130927835051546,4.366968325791856,4.8,3.0,99
777824,2025-05-21,LAD,ARI,119,109,669160.0,669203.0,False,9,3.0,6,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2025,5.1,3.332558139534884,6.1,5.3,94
777812,2025-05-22,ATH,LAA,133,108,622663.0,542881.0,False,9,5.0,7,2.0,0.0,1.0,1.0,3.0,0.0,5.0,0.0,3.0,2025,2.6185185185185187,4.943971631205674,3.4,6.1,97
777818,2025-05-22,NYY,TEX,147,140,607074.0,543135.0,False,9,1.0,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2025,2.8682119205298013,1.4443708609271524,5.9,3.7,97
777817,2025-05-22,COL,PHI,115,143,608566.0,624133.0,False,9,1.0,tie,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2025,4.781034482758621,2.5767441860465117,4.0,5.3,112
777813,2025-05-23,ATL,SD,144,135,519242.0,601713.0,False,9,1.0,tie,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2025,2.310526315789474,3.874907749077491,5.1,2.8,100
777804,2025-05-23,ATH,PHI,133,143,682052.0,554430.0,False,9,6.0,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2025,6.281818181818181,2.540993788819876,3.7,5.2,97
777807,2025-05-23,DET,CLE,116,114,695549.0,677944.0,False,9,2.0,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2025,5.27948717948718,2.5,5.3,3.5,96
777815,2025-05-23,BOS,BAL,111,110,678394.0,700249.0,False,9,14.0,8,0.0,0.0,2.0,1.0,0.0,5.0,0.0,14.0,2.0,2025,5.245748987854252,6.176923076923077,3.8,4.3,104
777801,2025-05-23,WSH,SF,120,137,669022.0,694738.0,False,9,2.0,tie,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2025,3.743939393939394,4.258798283261802,5.0,4.5,99
777800,2025-05-23,HOU,SEA,117,136,687473.0,676106.0,False,9,3.0,tie,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,2025,4.031372549019608,5.158823529411765,3.6,3.7,99
777786,2025-05-24,STL,ARI,138,109,669461.0,518876.0,False,9,6.0,8,1.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,0.0,2025,2.65719557195572,2.7463022508038586,5.0,5.3,99
777782,2025-05-24,COL,NYY,115,147,607536.0,608331.0,False,9,10.0,5,1.0,0.0,0.0,1.0,10.0,0.0,0.0,2.0,0.0,2025,3.7611570247933885,2.4548387096774196,3.3,4.3,112
777789,2025-05-24,NYM,LAD,121,119,656849.0,664062.0,False,9,3.0,tie,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2025,3.9185053380782917,4.65,2.4,6.3,94
777792,2025-05-24,CWS,TEX,145,140,669060.0,683004.0,False,9,6.0,6,1.0,0.0,0.0,4.0,1.0,6.0,1.0,2.0,0.0,2025,6.675757575757576,5.194861660079052,2.9,3.0,101
